id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
929,She * her cat to the vet tonight.,will take,was taking,na,na,4,verb tenses,She will take her cat to the vet tonight.,PRP MD VB PRP$ NN TO DT NN NN,PRP_MD MD_VB VB_PRP$ PRP$_NN NN_TO TO_DT DT_NN NN_NN,PRP_MD_VB MD_VB_PRP$ VB_PRP$_NN PRP$_NN_TO NN_TO_DT TO_DT_NN DT_NN_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_PP_NP-TMP NP_PRP$_NN PP_IN_NP NP_DT_NN NP-TMP_NN,She will take her cat to the,PRP MD VB PRP$ NN TO DT,PRP_MD MD_VB VB_PRP$ PRP$_NN NN_TO TO_DT,PRP_MD_VB MD_VB_PRP$ VB_PRP$_NN PRP$_NN_TO NN_TO_DT,S_NP_VP NP_PRP VP_MD_VP VP_VB_NP_PP NP_PRP$_NN PP_IN_NP NP_DT,She,She,PRP,PRP,,,S_NP NP_PRP,her cat to the,her,PRP$,PRP$ NN TO DT,PRP$_NN NN_TO TO_DT,PRP$_NN_TO NN_TO_DT,NP_NP_PP NP_PRP$_NN PP_IN_NP NP_DT,will take,will,take,MD_VB,MD,VB,y,y,2.0
930,I * about the problem after I have settled this issue.,will think,am thinking,na,na,4,verb tenses,I will think about the problem after I have settled this issue.,PRP MD VB IN DT NN IN PRP VBP VBN DT NN,PRP_MD MD_VB VB_IN IN_DT DT_NN NN_IN IN_PRP PRP_VBP VBP_VBN VBN_DT DT_NN,PRP_MD_VB MD_VB_IN VB_IN_DT IN_DT_NN DT_NN_IN NN_IN_PRP IN_PRP_VBP PRP_VBP_VBN VBP_VBN_DT VBN_DT_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_PP_SBAR PP_IN_NP NP_DT_NN SBAR_IN_S S_NP_VP NP_PRP VP_VBP_VP VP_VBN_NP NP_DT_NN,I will think about the problem after,PRP MD VB IN DT NN IN,PRP_MD MD_VB VB_IN IN_DT DT_NN NN_IN,PRP_MD_VB MD_VB_IN VB_IN_DT IN_DT_NN DT_NN_IN,S_NP_VP NP_PRP VP_MD_VP VP_VB_PP_PP PP_IN_NP NP_DT_NN PP_IN,I,I,PRP,PRP,,,S_NP NP_PRP,about the problem after,about,IN,IN DT NN IN,IN_DT DT_NN NN_IN,IN_DT_NN DT_NN_IN,FRAG_PP_PP PP_IN_NP NP_DT_NN PP_IN,will think,will,think,MD_VB,MD,NN,y,y,2.0
931,I * a new job this time next month.,will be starting,started,na,na,4,verb tenses,I will be starting a new job this time next month.,PRP MD VB VBG DT JJ NN DT NN JJ NN,PRP_MD MD_VB VB_VBG VBG_DT DT_JJ JJ_NN NN_DT DT_NN NN_JJ JJ_NN,PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_JJ DT_JJ_NN JJ_NN_DT NN_DT_NN DT_NN_JJ NN_JJ_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_NP-TMP NP_DT_JJ_NN NP-TMP_NP_NP-TMP NP_DT_NN NP-TMP_JJ_NN,I will be starting a new job this,PRP MD VB VBG DT JJ NN DT,PRP_MD MD_VB VB_VBG VBG_DT DT_JJ JJ_NN NN_DT,PRP_MD_VB MD_VB_VBG VB_VBG_DT VBG_DT_JJ DT_JJ_NN JJ_NN_DT,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP NP_NP_NP NP_DT_JJ_NN NP_DT,I,I,PRP,PRP,,,S_NP NP_PRP,a new job this,a,DT,DT JJ NN DT,DT_JJ JJ_NN NN_DT,DT_JJ_NN JJ_NN_DT,NP_NP_NP NP_DT_JJ_NN NP_DT,will be starting,will,starting,MD_VB_VBG,MD,VBG,y,y,3.0
932,He * of his family when he is overseas.,will be thinking,is thinking,na,na,4,verb tenses,He will be thinking of his family when he is overseas.,PRP MD VB VBG IN PRP$ NN WRB PRP VBZ JJ,PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_NN NN_WRB WRB_PRP PRP_VBZ VBZ_JJ,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_NN PRP$_NN_WRB NN_WRB_PRP WRB_PRP_VBZ PRP_VBZ_JJ,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_SBAR PP_IN_NP NP_PRP$_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBZ_ADVP ADVP_RB,He will be thinking of his family when,PRP MD VB VBG IN PRP$ NN WRB,PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_NN NN_WRB,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_NN PRP$_NN_WRB,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_ADVP PP_IN_NP NP_PRP$_NN ADVP_WRB,He,He,PRP,PRP,,,S_NP NP_PRP,of his family when,of,IN,IN PRP$ NN WRB,IN_PRP$ PRP$_NN NN_WRB,IN_PRP$_NN PRP$_NN_WRB,PP_IN_NP NP_NP_SBAR NP_PRP$_NN SBAR_WHADVP WHADVP_WRB,will be thinking,will,thinking,MD_VB_VBG,MD,VBG,y,y,3.0
933,My colleague and * attended the seminar last week.,I,me,na,na,5,pronouns,My colleague and I attended the seminar last week.,PRP$ NN CC PRP VBD DT NN JJ NN,PRP$_NN NN_CC CC_PRP PRP_VBD VBD_DT DT_NN NN_JJ JJ_NN,PRP$_NN_CC NN_CC_PRP CC_PRP_VBD PRP_VBD_DT VBD_DT_NN DT_NN_JJ NN_JJ_NN,S_NP_VP_. NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBD_NP_NP-TMP NP_DT_NN NP-TMP_JJ_NN,My colleague and I attended the seminar last,PRP$ NN CC PRP VBD DT NN JJ,PRP$_NN NN_CC CC_PRP PRP_VBD VBD_DT DT_NN NN_JJ,PRP$_NN_CC NN_CC_PRP CC_PRP_VBD PRP_VBD_DT VBD_DT_NN DT_NN_JJ,S_NP_VP NP_NP_CC_NP NP_PRP$_NN NP_PRP VP_VBD_NP_ADVP NP_DT_NN ADVP_RB,My colleague and,and,CC,PRP$ NN CC,PRP$_NN NN_CC,PRP$_NN_CC,FRAG_NP_CC NP_PRP$_NN,attended the seminar last,attended,VBD,VBD DT NN JJ,VBD_DT DT_NN NN_JJ,VBD_DT_NN DT_NN_JJ,S_VP VP_VBD_NP_ADVP NP_DT_NN ADVP_RB,I,I,I,PRP,PRP,PRP,y,y,1.0
934,The management knows that * are the most important person in this company.,you,they,na,na,5,pronouns,The management knows that you are the most important person in this company.,DT NN VBZ IN PRP VBP DT RBS JJ NN IN DT NN,DT_NN NN_VBZ VBZ_IN IN_PRP PRP_VBP VBP_DT DT_RBS RBS_JJ JJ_NN NN_IN IN_DT DT_NN,DT_NN_VBZ NN_VBZ_IN VBZ_IN_PRP IN_PRP_VBP PRP_VBP_DT VBP_DT_RBS DT_RBS_JJ RBS_JJ_NN JJ_NN_IN NN_IN_DT IN_DT_NN,S_NP_VP_. NP_DT_NN VP_VBZ_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP_NP NP_NP_PP NP_DT_ADJP_NN ADJP_RBS_JJ PP_IN_NP NP_DT_NN,The management knows that you are the most important,DT NN VBZ IN PRP VBP DT RBS JJ,DT_NN NN_VBZ VBZ_IN IN_PRP PRP_VBP VBP_DT DT_RBS RBS_JJ,DT_NN_VBZ NN_VBZ_IN VBZ_IN_PRP IN_PRP_VBP PRP_VBP_DT VBP_DT_RBS DT_RBS_JJ,S_NP_VP NP_DT_NN VP_VBZ_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP_ADJP ADJP_DT_RBS_JJ,The management knows that,that,IN,DT NN VBZ IN,DT_NN NN_VBZ VBZ_IN,DT_NN_VBZ NN_VBZ_IN,S_NP_VP NP_DT_NN VP_VBZ_NP NP_DT,are the most important,are,VBP,VBP DT RBS JJ,VBP_DT DT_RBS RBS_JJ,VBP_DT_RBS DT_RBS_JJ,S_VP VP_VBP_ADJP ADJP_DT_RBS_JJ,you,you,you,PRP,PRP,PRP,y,y,1.0
935,"As parents, * should set a good example to our kids.",we,they,na,na,5,pronouns,"As parents, we should set a good example to our kids.",IN NN PRP MD VB DT JJ NN TO PRP$ NN,IN_NN NN_PRP PRP_MD MD_VB VB_DT DT_JJ JJ_NN NN_TO TO_PRP$ PRP$_NN,IN_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_DT VB_DT_JJ DT_JJ_NN JJ_NN_TO NN_TO_PRP$ TO_PRP$_NN,"S_PP_,_NP_VP_. PP_IN_NP NP_NNS NP_PRP VP_MD_VP VP_VB_NP_PP NP_DT_JJ_NN PP_IN_NP NP_PRP$_NNS","As parents, we should set a good",IN NN PRP MD VB DT JJ,IN_NN NN_PRP PRP_MD MD_VB VB_DT DT_JJ,IN_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_DT VB_DT_JJ,"S_PP_,_NP_VP PP_IN_NP NP_NNS NP_PRP VP_MD_VP VP_VB_NP NP_DT_JJ","As parents,","parents,",NN,IN NN,IN_NN,,"S_SBAR_, SBAR_IN_FRAG FRAG_NP NP_NNS",should set a good,should,MD,MD VB DT JJ,MD_VB VB_DT DT_JJ,MD_VB_DT VB_DT_JJ,S_VP VP_MD_VP VP_VB_NP NP_DT_JJ,we,we,we,PRP,PRP,PRP,y,y,1.0
936,Where are my earrings? * were on the bed minutes ago.,They,It,na,na,5,pronouns,Where are my earrings? They were on the bed minutes ago.,WRB VBP PRP$ NN PRP VBD IN DT NN NNS VBP,WRB_VBP VBP_PRP$ PRP$_NN NN_PRP PRP_VBD VBD_IN IN_DT DT_NN NN_NNS NNS_VBP,WRB_VBP_PRP$ VBP_PRP$_NN PRP$_NN_PRP NN_PRP_VBD PRP_VBD_IN VBD_IN_DT IN_DT_NN DT_NN_NNS NN_NNS_VBP,SBARQ_WHADVP_SQ_. WHADVP_WRB SQ_VBP_NP NP_PRP$_NNS,Where are my earrings? They were on the bed,WRB VBP PRP$ NN PRP VBD IN DT NN,WRB_VBP VBP_PRP$ PRP$_NN NN_PRP PRP_VBD VBD_IN IN_DT DT_NN,WRB_VBP_PRP$ VBP_PRP$_NN PRP$_NN_PRP NN_PRP_VBD PRP_VBD_IN VBD_IN_DT IN_DT_NN,SBARQ_WHADVP_SQ_. WHADVP_WRB SQ_VBP_NP NP_PRP$_NNS,Where are my earrings?,earrings?,NN,WRB VBP PRP$ NN,WRB_VBP VBP_PRP$ PRP$_NN,WRB_VBP_PRP$ VBP_PRP$_NN,SBARQ_WHADVP_SQ_. WHADVP_WRB SQ_VBP_NP NP_PRP$_NNS,were on the bed,were,VBD,VBD IN DT NN,VBD_IN IN_DT DT_NN,VBD_IN_DT IN_DT_NN,S_VP VP_VBD_PP PP_IN_NP NP_DT_NN,They,They,They,PRP,PRP,PRP,y,y,1.0
937,* was minding his own business when a stranger confronted him.,He,She,na,na,5,pronouns,He was minding his own business when a stranger confronted him.,PRP VBD VBG PRP$ JJ NN WRB DT NN VBD NN,PRP_VBD VBD_VBG VBG_PRP$ PRP$_JJ JJ_NN NN_WRB WRB_DT DT_NN NN_VBD VBD_NN,PRP_VBD_VBG VBD_VBG_PRP$ VBG_PRP$_JJ PRP$_JJ_NN JJ_NN_WRB NN_WRB_DT WRB_DT_NN DT_NN_VBD NN_VBD_NN,S_NP_VP_. NP_PRP VP_VBD_VP VP_VBG_NP_SBAR NP_PRP$_JJ_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_DT_NN VP_VBD_NP NP_PRP,He was minding his own,PRP VBD VBG PRP$ JJ,PRP_VBD VBD_VBG VBG_PRP$ PRP$_JJ,PRP_VBD_VBG VBD_VBG_PRP$ VBG_PRP$_JJ,S_NP_VP NP_PRP VP_VBD_VP VP_VBG_NP NP_PRP$_JJ,,,,,,,,was minding his own,was,VBD,VBD VBG PRP$ JJ,VBD_VBG VBG_PRP$ PRP$_JJ,VBD_VBG_PRP$ VBG_PRP$_JJ,S_VP VP_VBD_VP VP_VBG_NP NP_PRP$_JJ,He,He,He,PRP,PRP,PRP,b,y,1.0
938,* was sitting by herself at the cafe when a group of boys started teasing her.,She,He,na,na,5,pronouns,She was sitting by herself at the cafe when a group of boys started teasing her.,PRP VBD VBG IN PRP IN DT NN WRB DT NN IN NNS VBD VBG NN,PRP_VBD VBD_VBG VBG_IN IN_PRP PRP_IN IN_DT DT_NN NN_WRB WRB_DT DT_NN NN_IN IN_NNS NNS_VBD VBD_VBG VBG_NN,PRP_VBD_VBG VBD_VBG_IN VBG_IN_PRP IN_PRP_IN PRP_IN_DT IN_DT_NN DT_NN_WRB NN_WRB_DT WRB_DT_NN DT_NN_IN NN_IN_NNS IN_NNS_VBD NNS_VBD_VBG VBD_VBG_NN,S_NP_VP_. NP_PRP VP_VBD_VP VP_VBG_PP_PP PP_IN_NP NP_PRP PP_IN_NP NP_NP_SBAR NP_DT_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_NP_PP NP_DT_NN PP_IN_NP NP_NNS VP_VBD_S S_VP VP_VBG_NP NP_PRP,She was sitting by herself,PRP VBD VBG IN PRP,PRP_VBD VBD_VBG VBG_IN IN_PRP,PRP_VBD_VBG VBD_VBG_IN VBG_IN_PRP,S_NP_VP NP_PRP VP_VBD_VP VP_VBG_PP PP_IN_NP NP_PRP,,,,,,,,was sitting by herself,was,VBD,VBD VBG IN PRP,VBD_VBG VBG_IN IN_PRP,VBD_VBG_IN VBG_IN_PRP,S_VP VP_VBD_VP VP_VBG_PP PP_IN_NP NP_PRP,She,She,She,PRP,PRP,PRP,b,y,1.0
939,All the toys in this room belonged to * and my twin brother.,me,I,na,na,5,pronouns,All the toys in this room belonged to me and my twin brother.,PDT DT NN IN DT NN VBD TO PRP CC PRP$ NN NN,PDT_DT DT_NN NN_IN IN_DT DT_NN NN_VBD VBD_TO TO_PRP PRP_CC CC_PRP$ PRP$_NN NN_NN,PDT_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN DT_NN_VBD NN_VBD_TO VBD_TO_PRP TO_PRP_CC PRP_CC_PRP$ CC_PRP$_NN PRP$_NN_NN,S_NP_VP_. NP_NP_PP NP_PDT_DT_NNS PP_IN_NP NP_DT_NN VP_VBD_PP PP_IN_NP NP_NP_CC_NP NP_PRP NP_PRP$_JJ_NN,this room belonged to me and my twin brother,DT NN VBD TO PRP CC PRP$ NN NN,DT_NN NN_VBD VBD_TO TO_PRP PRP_CC CC_PRP$ PRP$_NN NN_NN,DT_NN_VBD NN_VBD_TO VBD_TO_PRP TO_PRP_CC PRP_CC_PRP$ CC_PRP$_NN PRP$_NN_NN,S_NP_VP NP_DT_NN VP_VBD_PP PP_IN_NP NP_NP_CC_NP NP_PRP NP_PRP$_JJ_NN,this room belonged to,to,TO,DT NN VBD TO,DT_NN NN_VBD VBD_TO,DT_NN_VBD NN_VBD_TO,S_NP_VP NP_DT_NN VP_VBD_PP PP_IN,and my twin brother,and,CC,CC PRP$ NN NN,CC_PRP$ PRP$_NN NN_NN,CC_PRP$_NN PRP$_NN_NN,S_CC_NP NP_PRP$_JJ_NN,me,me,me,PRP,PRP,PRP,y,y,1.0
940,There was a good coach in the team who helped * become better players.,us,me,na,na,5,pronouns,There was a good coach in the team who helped us become better players.,EX VBD DT JJ NN IN DT NN WP VBD PRP VB RBR NN,EX_VBD VBD_DT DT_JJ JJ_NN NN_IN IN_DT DT_NN NN_WP WP_VBD VBD_PRP PRP_VB VB_RBR RBR_NN,EX_VBD_DT VBD_DT_JJ DT_JJ_NN JJ_NN_IN NN_IN_DT IN_DT_NN DT_NN_WP NN_WP_VBD WP_VBD_PRP VBD_PRP_VB PRP_VB_RBR VB_RBR_NN,S_NP_VP_. NP_EX VP_VBD_NP NP_NP_PP NP_DT_JJ_NN PP_IN_NP NP_NP_SBAR NP_DT_NN SBAR_WHNP_S WHNP_WP S_VP VP_VBD_SBAR SBAR_S S_NP_VP NP_PRP VP_VBP_NP NP_JJR_NNS,the team who helped us become better players,DT NN WP VBD PRP VB JJR NNS,DT_NN NN_WP WP_VBD VBD_PRP PRP_VB VB_JJR JJR_NNS,DT_NN_WP NN_WP_VBD WP_VBD_PRP VBD_PRP_VB PRP_VB_JJR VB_JJR_NNS,NP_NP_SBAR NP_DT_NN SBAR_WHNP_S WHNP_WP S_VP VP_VBD_SBAR SBAR_S S_NP_VP NP_PRP VP_VBP_NP NP_JJR_NNS,the team who helped,helped,VBD,DT NN WP VBD,DT_NN NN_WP WP_VBD,DT_NN_WP NN_WP_VBD,NP_NP_SBAR NP_DT_NN SBAR_WHNP_S WHNP_WP S_VP VP_VBD,become better players,become,NN,VB JJR NNS,VB_JJR JJR_NNS,VB_JJR_NNS,S_VP VP_VB_NP NP_JJR_NNS,us,us,us,PRP,PRP,PRP,y,y,1.0
941,Look at those two dogs. I have never seen * so playful before.,them,they,na,na,5,pronouns,Look at those two dogs. I have never seen them so playful before.,NN IN DT CD VBP PRP VBP RB VBN PRP RB JJ NN,NN_IN IN_DT DT_CD CD_VBP VBP_PRP PRP_VBP VBP_RB RB_VBN VBN_PRP PRP_RB RB_JJ JJ_NN,NN_IN_DT IN_DT_CD DT_CD_VBP CD_VBP_PRP VBP_PRP_VBP PRP_VBP_RB VBP_RB_VBN RB_VBN_PRP VBN_PRP_RB PRP_RB_JJ RB_JJ_NN,S_VP_. VP_VB_PP PP_IN_NP NP_DT_CD_NNS,I have never seen them so playful before,PRP VBP RB VBN PRP RB JJ IN,PRP_VBP VBP_RB RB_VBN VBN_PRP PRP_RB RB_JJ JJ_IN,PRP_VBP_RB VBP_RB_VBN RB_VBN_PRP VBN_PRP_RB PRP_RB_JJ RB_JJ_IN,S_NP_VP NP_PRP VP_VBP_ADVP_VP ADVP_RB VP_VBN_S S_NP_ADJP_ADVP NP_PRP ADJP_RB_JJ ADVP_RB,I have never seen,seen,VBN,PRP VBP RB VBN,PRP_VBP VBP_RB RB_VBN,PRP_VBP_RB VBP_RB_VBN,S_NP_VP NP_PRP VP_VBP_ADVP_VP ADVP_RB VP_VBN,so playful before,so,RB,RB JJ IN,RB_JJ JJ_IN,RB_JJ_IN,FRAG_NP_ADVP NP_ADJP ADJP_RB_JJ ADVP_RB,them,them,them,PRP,PRP,PRP,y,y,1.0
942,She saw * at the meeting but he did not seem to remember her.,him,her,na,na,5,pronouns,She saw him at the meeting but he did not seem to remember her.,PRP VBD PRP IN DT NN CC PRP VBD RB VB TO VB NN,PRP_VBD VBD_PRP PRP_IN IN_DT DT_NN NN_CC CC_PRP PRP_VBD VBD_RB RB_VB VB_TO TO_VB VB_NN,PRP_VBD_PRP VBD_PRP_IN PRP_IN_DT IN_DT_NN DT_NN_CC NN_CC_PRP CC_PRP_VBD PRP_VBD_RB VBD_RB_VB RB_VB_TO VB_TO_VB TO_VB_NN,S_S_CC_S_. S_NP_VP NP_PRP VP_VBD_NP_PP NP_PRP PP_IN_NP NP_DT_NN S_NP_VP NP_PRP VP_VBD_RB_VP VP_VB_S S_VP VP_TO_VP VP_VB_NP NP_PRP,She saw him at the meeting but,PRP VBD PRP IN DT NN CC,PRP_VBD VBD_PRP PRP_IN IN_DT DT_NN NN_CC,PRP_VBD_PRP VBD_PRP_IN PRP_IN_DT IN_DT_NN DT_NN_CC,S_NP_VP NP_PRP VP_VBD_NP_PP NP_PRP PP_IN_NP NP_DT_NN_IN,She saw,saw,NN,PRP VBD,PRP_VBD,,S_NP_VP NP_PRP VP_VBD,at the meeting but,at,IN,IN DT NN CC,IN_DT DT_NN NN_CC,IN_DT_NN DT_NN_CC,FRAG_PP_PP PP_IN_NP NP_DT_NN PP_FRAG FRAG_CC,him,him,him,PRP,PRP,PRP,y,y,1.0
943,"The last time he saw *, she was preparing for her wedding.",her,him,na,na,5,pronouns,"The last time he saw her, she was preparing for her wedding.",DT JJ NN PRP VBD NN PRP VBD VBG IN PRP$ NN,DT_JJ JJ_NN NN_PRP PRP_VBD VBD_NN NN_PRP PRP_VBD VBD_VBG VBG_IN IN_PRP$ PRP$_NN,DT_JJ_NN JJ_NN_PRP NN_PRP_VBD PRP_VBD_NN VBD_NN_PRP NN_PRP_VBD PRP_VBD_VBG VBD_VBG_IN VBG_IN_PRP$ IN_PRP$_NN,"S_S_,_NP_VP_. S_NP-TMP_NP_VP NP-TMP_DT_JJ_NN NP_PRP VP_VBD_NP NP_PRP NP_PRP VP_VBD_VP VP_VBG_PP PP_IN_NP NP_PRP$_NN","last time he saw her , she was preparing","JJ NN PRP VBD PRP , PRP VBD VBG","JJ_NN NN_PRP PRP_VBD VBD_PRP PRP_, ,_PRP PRP_VBD VBD_VBG","JJ_NN_PRP NN_PRP_VBD PRP_VBD_PRP VBD_PRP_, PRP_,_PRP ,_PRP_VBD PRP_VBD_VBG","S_NP-TMP_NP_VP NP-TMP_JJ_NN NP_PRP VP_VBD_S S_NP_,_NP_VP NP_PRP NP_PRP VP_VBD_VP VP_VBG",last time he saw,saw,NN,JJ NN PRP VBD,JJ_NN NN_PRP PRP_VBD,JJ_NN_PRP NN_PRP_VBD,S_NP-TMP_NP_VP NP-TMP_JJ_NN NP_PRP VP_VBD,", she was preparing",",",",",", PRP VBD VBG",",_PRP PRP_VBD VBD_VBG",",_PRP_VBD PRP_VBD_VBG","S_,_NP_VP NP_PRP VP_VBD_VP VP_VBG",her,her,her,PRP$,PRP$,PRP$,y,y,1.0
944,It seems that he has cut * hair.,his,her,na,na,5,pronouns,It seems that he has cut his hair.,PRP VBZ IN PRP VBZ VBN PRP$ NN,PRP_VBZ VBZ_IN IN_PRP PRP_VBZ VBZ_VBN VBN_PRP$ PRP$_NN,PRP_VBZ_IN VBZ_IN_PRP IN_PRP_VBZ PRP_VBZ_VBN VBZ_VBN_PRP$ VBN_PRP$_NN,S_NP_VP_. NP_PRP VP_VBZ_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_VP VP_VBN_NP NP_PRP$_NN,that he has cut his hair,IN PRP VBZ VBN PRP$ NN,IN_PRP PRP_VBZ VBZ_VBN VBN_PRP$ PRP$_NN,IN_PRP_VBZ PRP_VBZ_VBN VBZ_VBN_PRP$ VBN_PRP$_NN,SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_VP VP_VBN_NP NP_PRP$_NN,that he has cut,cut,NN,IN PRP VBZ VBN,IN_PRP PRP_VBZ VBZ_VBN,IN_PRP_VBZ PRP_VBZ_VBN,SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_VP VP_VBN,hair,hair,NN,NN,,,NP_NN,his,his,his,PRP$,PRP$,PRP$,y,y,1.0
945,She took * son to the clinic that morning.,her,his,na,na,5,pronouns,She took her son to the clinic that morning.,PRP VBD PRP$ NN TO DT NN IN NN,PRP_VBD VBD_PRP$ PRP$_NN NN_TO TO_DT DT_NN NN_IN IN_NN,PRP_VBD_PRP$ VBD_PRP$_NN PRP$_NN_TO NN_TO_DT TO_DT_NN DT_NN_IN NN_IN_NN,S_NP_VP_. NP_PRP VP_VBD_NP_PP_NP-TMP NP_PRP$_NN PP_IN_NP NP_DT_NN NP-TMP_DT_NN,She took her son to the clinic,PRP VBD PRP$ NN TO DT NN,PRP_VBD VBD_PRP$ PRP$_NN NN_TO TO_DT DT_NN,PRP_VBD_PRP$ VBD_PRP$_NN PRP$_NN_TO NN_TO_DT TO_DT_NN,S_NP_VP NP_PRP VP_VBD_NP_PP NP_PRP$_NN PP_IN_NP NP_DT_NN,She took,took,VBD,PRP VBD,PRP_VBD,,S_NP_VP NP_PRP VP_VBD,son to the clinic,son,NN,NN TO DT NN,NN_TO TO_DT DT_NN,NN_TO_DT TO_DT_NN,NP_NP_PP NP_NN PP_IN_NP NP_DT_NN,her,her,her,PRP$,PRP$,PRP$,y,y,1.0
946,"Despite being married to her for years, he has never met any friends of *.",hers,her,na,na,5,pronouns,"Despite being married to her for years, he has never met any friends of hers.",IN VBG VBN TO PRP$ IN NN PRP VBZ RB VBN DT NNS IN NN,IN_VBG VBG_VBN VBN_TO TO_PRP$ PRP$_IN IN_NN NN_PRP PRP_VBZ VBZ_RB RB_VBN VBN_DT DT_NNS NNS_IN IN_NN,IN_VBG_VBN VBG_VBN_TO VBN_TO_PRP$ TO_PRP$_IN PRP$_IN_NN IN_NN_PRP NN_PRP_VBZ PRP_VBZ_RB VBZ_RB_VBN RB_VBN_DT VBN_DT_NNS DT_NNS_IN NNS_IN_NN,"S_PP_,_NP_VP_. PP_IN_S S_VP VP_VBG_VP VP_VBN_PP_PP PP_IN_NP NP_PRP PP_IN_NP NP_NNS NP_PRP VP_VBZ_ADVP_VP ADVP_RB VP_VBN_NP NP_NP_PP NP_DT_NNS PP_IN_NP NP_PRP",met any friends of hers,VBN DT NNS IN NNS,VBN_DT DT_NNS NNS_IN IN_NNS,VBN_DT_NNS DT_NNS_IN NNS_IN_NNS,S_VP VP_VBD_NP NP_NP_PP NP_DT_NNS PP_IN_NP NP_PRP,met any friends of,of,IN,VBN DT NNS IN,VBN_DT DT_NNS NNS_IN,VBN_DT_NNS DT_NNS_IN,FRAG_VP VP_VBN_PP PP_NP_IN NP_DT_NNS,,,,,,,,hers,hers,hers,NNS,NNS,NNS,y,e,1.0
947,"Before I could reply, he punched me on * nose.",my,mine,na,na,5,pronouns,"Before I could reply, he punched me on my nose.",IN PRP MD VB PRP VBD PRP IN PRP$ NN,IN_PRP PRP_MD MD_VB VB_PRP PRP_VBD VBD_PRP PRP_IN IN_PRP$ PRP$_NN,IN_PRP_MD PRP_MD_VB MD_VB_PRP VB_PRP_VBD PRP_VBD_PRP VBD_PRP_IN PRP_IN_PRP$ IN_PRP$_NN,"S_SBAR_,_NP_VP_. SBAR_IN_S S_NP_VP NP_PRP VP_MD_VP VP_VB NP_PRP VP_VBD_NP_PP NP_PRP PP_IN_NP NP_PRP$_NN",he punched me on my nose,PRP VBD PRP IN PRP$ NN,PRP_VBD VBD_PRP PRP_IN IN_PRP$ PRP$_NN,PRP_VBD_PRP VBD_PRP_IN PRP_IN_PRP$ IN_PRP$_NN,S_NP_VP NP_PRP VP_VBD_NP_PP NP_PRP PP_IN_NP NP_PRP$_NN,he punched me on,on,IN,PRP VBD PRP IN,PRP_VBD VBD_PRP PRP_IN,PRP_VBD_PRP VBD_PRP_IN,S_NP_VP NP_PRP VP_VBD_NP_PRT NP_PRP PRT_RP,nose,nose,RB,RB,,,NP_NN,my,my,my,PRP$,PRP$,PRP$,y,y,1.0
