id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
22,She was angry * herself for making the mistake.,with,about,na,na,1,prepositions,She was angry with herself for making the mistake.,PRP VBD JJ IN PRP IN VBG DT NN,PRP_VBD VBD_JJ JJ_IN IN_PRP PRP_IN IN_VBG VBG_DT DT_NN,PRP_VBD_JJ VBD_JJ_IN JJ_IN_PRP IN_PRP_IN PRP_IN_VBG IN_VBG_DT VBG_DT_NN,S_NP_VP_. NP_PRP VP_VBD_ADJP_PP ADJP_JJ_PP PP_IN_NP NP_PRP PP_IN_S S_VP VP_VBG_NP NP_DT_NN,She was angry with herself for making the,PRP VBD JJ IN PRP IN VBG DT,PRP_VBD VBD_JJ JJ_IN IN_PRP PRP_IN IN_VBG VBG_DT,PRP_VBD_JJ VBD_JJ_IN JJ_IN_PRP IN_PRP_IN PRP_IN_VBG IN_VBG_DT,S_NP_VP NP_PRP VP_VBD_ADJP_PP ADJP_JJ_PP PP_IN_NP NP_PRP PP_IN_S S_VP VP_VBG_NP NP_DT,She was angry,angry,JJ,PRP VBD JJ,PRP_VBD VBD_JJ,PRP_VBD_JJ,S_NP_VP NP_PRP VP_VBD_ADJP ADJP_JJ,herself for making the,herself,NN,NN IN VBG DT,NN_IN IN_VBG VBG_DT,NN_IN_VBG IN_VBG_DT,NP_NP_X NP_NP_PP NP_PRP PP_IN_S S_VP VP_VBG X_DT,with,with,with,IN,IN,IN,x,x,1.0
23,I solved the problem * much help from my friends.,with,by,na,na,1,prepositions,I solved the problem with much help from my friends.,PRP VBD DT NN IN JJ NN IN PRP$ NN,PRP_VBD VBD_DT DT_NN NN_IN IN_JJ JJ_NN NN_IN IN_PRP$ PRP$_NN,PRP_VBD_DT VBD_DT_NN DT_NN_IN NN_IN_JJ IN_JJ_NN JJ_NN_IN NN_IN_PRP$ IN_PRP$_NN,S_NP_VP_. NP_PRP VP_VBD_NP_PP_PP NP_DT_NN PP_IN_NP NP_JJ_NN PP_IN_NP NP_PRP$_NNS,I solved the problem with much help from my,PRP VBD DT NN IN JJ NN IN PRP$,PRP_VBD VBD_DT DT_NN NN_IN IN_JJ JJ_NN NN_IN IN_PRP$,PRP_VBD_DT VBD_DT_NN DT_NN_IN NN_IN_JJ IN_JJ_NN JJ_NN_IN NN_IN_PRP$,S_NP_VP NP_PRP VP_VBD_NP_PP_PP NP_DT_NN PP_IN_NP NP_JJ_NN PP_IN_NP NP_PRP$,I solved the problem,problem,NN,PRP VBD DT NN,PRP_VBD VBD_DT DT_NN,PRP_VBD_DT VBD_DT_NN,S_NP_VP NP_PRP VP_VBD_NP NP_DT_NN,much help from my,much,JJ,JJ NN IN PRP$,JJ_NN NN_IN IN_PRP$,JJ_NN_IN NN_IN_PRP$,S_ADVP_VP ADVP_RB VP_VB_PP PP_IN_NP NP_PRP$,with,with,with,IN,IN,IN,x,x,1.0
24,I completed the task * a little help from my classmates.,with,by,na,na,1,prepositions,I completed the task with a little help from my classmates.,PRP VBD DT NN IN DT JJ NN IN PRP$ NN,PRP_VBD VBD_DT DT_NN NN_IN IN_DT DT_JJ JJ_NN NN_IN IN_PRP$ PRP$_NN,PRP_VBD_DT VBD_DT_NN DT_NN_IN NN_IN_DT IN_DT_JJ DT_JJ_NN JJ_NN_IN NN_IN_PRP$ IN_PRP$_NN,S_NP_VP_. NP_PRP VP_VBD_NP_PP_PP NP_DT_NN PP_IN_NP NP_DT_JJ_NN PP_IN_NP NP_PRP$_NNS,I completed the task with a little help from,PRP VBD DT NN IN DT JJ NN IN,PRP_VBD VBD_DT DT_NN NN_IN IN_DT DT_JJ JJ_NN NN_IN,PRP_VBD_DT VBD_DT_NN DT_NN_IN NN_IN_DT IN_DT_JJ DT_JJ_NN JJ_NN_IN,S_NP_VP NP_PRP VP_VBD_NP_PP_PP NP_DT_NN PP_IN_NP NP_DT_JJ_NN PP_IN,I completed the task,task,NN,PRP VBD DT NN,PRP_VBD VBD_DT DT_NN,PRP_VBD_DT VBD_DT_NN,S_NP_VP NP_PRP VP_VBD_NP NP_DT_NN,a little help from,a,DT,DT JJ NN IN,DT_JJ JJ_NN NN_IN,DT_JJ_NN JJ_NN_IN,FRAG_NP_PP NP_DT_JJ_NN PP_IN,with,with,with,IN,IN,IN,x,x,1.0
25,I will have a word * him after the meeting.,with,by,na,na,1,prepositions,I will have a word with him after the meeting.,PRP MD VB DT NN IN PRP IN DT NN,PRP_MD MD_VB VB_DT DT_NN NN_IN IN_PRP PRP_IN IN_DT DT_NN,PRP_MD_VB MD_VB_DT VB_DT_NN DT_NN_IN NN_IN_PRP IN_PRP_IN PRP_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_PP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP PP_IN_NP NP_DT_NN,will have a word with him after the meeting,MD VB DT NN IN PRP IN DT NN,MD_VB VB_DT DT_NN NN_IN IN_PRP PRP_IN IN_DT DT_NN,MD_VB_DT VB_DT_NN DT_NN_IN NN_IN_PRP IN_PRP_IN PRP_IN_DT IN_DT_NN,S_VP VP_MD_VP VP_VB_NP_PP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP PP_IN_NP NP_DT_NN,will have a word,word,NN,MD VB DT NN,MD_VB VB_DT DT_NN,MD_VB_DT VB_DT_NN,S_VP VP_MD_VP VP_VB_NP NP_DT_NN,him after the meeting,him,PRP,PRP IN DT NN,PRP_IN IN_DT DT_NN,PRP_IN_DT IN_DT_NN,NP_NP_PP NP_PRP PP_IN_NP NP_DT_NN,with,with,with,IN,IN,IN,x,x,1.0
26,He is moody because he had an argument * his boss.,with,by,na,na,1,prepositions,He is moody because he had an argument with his boss.,PRP VBZ NN IN PRP VBD DT NN IN PRP$ NN,PRP_VBZ VBZ_NN NN_IN IN_PRP PRP_VBD VBD_DT DT_NN NN_IN IN_PRP$ PRP$_NN,PRP_VBZ_NN VBZ_NN_IN NN_IN_PRP IN_PRP_VBD PRP_VBD_DT VBD_DT_NN DT_NN_IN NN_IN_PRP$ IN_PRP$_NN,S_NP_VP_. NP_PRP VP_VBZ_ADJP_SBAR ADJP_JJ SBAR_IN_S S_NP_VP NP_PRP VP_VBD_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NN,he had an argument with his boss,PRP VBD DT NN IN PRP$ NN,PRP_VBD VBD_DT DT_NN NN_IN IN_PRP$ PRP$_NN,PRP_VBD_DT VBD_DT_NN DT_NN_IN NN_IN_PRP$ IN_PRP$_NN,S_NP_VP NP_PRP VP_VBD_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NN,he had an argument,argument,NN,PRP VBD DT NN,PRP_VBD VBD_DT DT_NN,PRP_VBD_DT VBD_DT_NN,S_NP_VP NP_PRP VP_VBD_NP NP_DT_NN,his boss,his,PRP$,PRP$ NN,PRP$_NN,,NP_PRP$_NN,with,with,with,IN,IN,IN,x,x,1.0
27,He was happy * with performance at the games.,with,by,na,na,1,prepositions,He was happy with with performance at the games.,PRP VBD JJ IN IN NN IN DT NN,PRP_VBD VBD_JJ JJ_IN IN_IN IN_NN NN_IN IN_DT DT_NN,PRP_VBD_JJ VBD_JJ_IN JJ_IN_IN IN_IN_NN IN_NN_IN NN_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBD_ADJP_PP ADJP_JJ_PP PP_IN_PP PP_IN_NP NP_NN PP_IN_NP NP_DT_NNS,He was happy with with performance at the,PRP VBD JJ IN IN NN IN DT,PRP_VBD VBD_JJ JJ_IN IN_IN IN_NN NN_IN IN_DT,PRP_VBD_JJ VBD_JJ_IN JJ_IN_IN IN_IN_NN IN_NN_IN NN_IN_DT,S_NP_VP NP_PRP VP_VBD_ADJP ADJP_JJ_PP PP_IN_PP PP_IN_NP NP_NP_ADVP NP_NN ADVP_IN_DT,He was happy,happy,JJ,PRP VBD JJ,PRP_VBD VBD_JJ,PRP_VBD_JJ,S_NP_VP NP_PRP VP_VBD_ADJP ADJP_JJ,with performance at the,with,IN,IN NN IN DT,IN_NN NN_IN IN_DT,IN_NN_IN NN_IN_DT,PP_IN_NP NP_NP_ADVP NP_NN ADVP_IN_DT,with,with,with,IN,IN,IN,x,x,1.0
28,I do not agree * your politics but we can still work together.,with,by,na,na,1,prepositions,I do not agree with your politics but we can still work together.,PRP VBP RB VB IN PRP$ NNS CC PRP MD RB VB NN,PRP_VBP VBP_RB RB_VB VB_IN IN_PRP$ PRP$_NNS NNS_CC CC_PRP PRP_MD MD_RB RB_VB VB_NN,PRP_VBP_RB VBP_RB_VB RB_VB_IN VB_IN_PRP$ IN_PRP$_NNS PRP$_NNS_CC NNS_CC_PRP CC_PRP_MD PRP_MD_RB MD_RB_VB RB_VB_NN,S_S_CC_S_. S_NP_VP NP_PRP VP_VBP_RB_VP VP_VB_PP PP_IN_NP NP_PRP$_NNS S_NP_VP NP_PRP VP_MD_ADVP_VP ADVP_RB VP_VB_ADVP ADVP_RB,I do not agree with your politics but we,PRP VBP RB VB IN PRP$ NNS CC PRP,PRP_VBP VBP_RB RB_VB VB_IN IN_PRP$ PRP$_NNS NNS_CC CC_PRP,PRP_VBP_RB VBP_RB_VB RB_VB_IN VB_IN_PRP$ IN_PRP$_NNS PRP$_NNS_CC NNS_CC_PRP,S_NP_VP NP_PRP VP_VBP_RB_VP VP_VB_PP PP_IN_NP NP_NP_PP NP_PRP$_NNS PP_IN_NP NP_PRP,I do not agree,agree,NN,PRP VBP RB VB,PRP_VBP VBP_RB RB_VB,PRP_VBP_RB VBP_RB_VB,S_NP_VP NP_PRP VP_VBP_RB_VP VP_VB,your politics but we,your,PRP$,PRP$ NNS CC PRP,PRP$_NNS NNS_CC CC_PRP,PRP$_NNS_CC NNS_CC_PRP,NP_NP_PP NP_PRP$_NNS PP_IN_NP NP_PRP,with,with,with,IN,IN,IN,x,x,1.0
29,My wife is angry * me for breaking her favourite glass.,with,by,na,na,1,prepositions,My wife is angry with me for breaking her favourite glass.,PRP$ NN VBZ JJ IN PRP IN VBG PRP$ JJ NN,PRP$_NN NN_VBZ VBZ_JJ JJ_IN IN_PRP PRP_IN IN_VBG VBG_PRP$ PRP$_JJ JJ_NN,PRP$_NN_VBZ NN_VBZ_JJ VBZ_JJ_IN JJ_IN_PRP IN_PRP_IN PRP_IN_VBG IN_VBG_PRP$ VBG_PRP$_JJ PRP$_JJ_NN,S_NP_VP_. NP_PRP$_NN VP_VBZ_ADJP_PP ADJP_JJ_PP PP_IN_NP NP_PRP PP_IN_S S_VP VP_VBG_NP NP_PRP$_JJ_NN,My wife is angry with me for breaking her,PRP$ NN VBZ JJ IN PRP IN VBG PRP$,PRP$_NN NN_VBZ VBZ_JJ JJ_IN IN_PRP PRP_IN IN_VBG VBG_PRP$,PRP$_NN_VBZ NN_VBZ_JJ VBZ_JJ_IN JJ_IN_PRP IN_PRP_IN PRP_IN_VBG IN_VBG_PRP$,S_NP_VP NP_PRP$_NN VP_VBZ_ADJP_PP ADJP_JJ_PP PP_IN_NP NP_PRP PP_IN_S S_VP VP_VBG_NP NP_PRP,My wife is angry,angry,JJ,PRP$ NN VBZ JJ,PRP$_NN NN_VBZ VBZ_JJ,PRP$_NN_VBZ NN_VBZ_JJ,S_NP_VP NP_PRP$_NN VP_VBZ_ADJP ADJP_JJ,me for breaking her,me,PRP,PRP IN VBG PRP$,PRP_IN IN_VBG VBG_PRP$,PRP_IN_VBG IN_VBG_PRP$,NP_NP_PP NP_PRP PP_IN_S S_VP VP_VBG_NP NP_PRP,with,with,with,IN,IN,IN,x,x,1.0
30,You must do this course * the right attitude if you want to succeed.,with,by,na,na,1,prepositions,You must do this course with the right attitude if you want to succeed.,PRP MD VB DT NN IN DT JJ NN IN PRP VBP TO VB,PRP_MD MD_VB VB_DT DT_NN NN_IN IN_DT DT_JJ JJ_NN NN_IN IN_PRP PRP_VBP VBP_TO TO_VB,PRP_MD_VB MD_VB_DT VB_DT_NN DT_NN_IN NN_IN_DT IN_DT_JJ DT_JJ_NN JJ_NN_IN NN_IN_PRP IN_PRP_VBP PRP_VBP_TO VBP_TO_VB,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_PP_SBAR NP_DT_NN PP_IN_NP NP_DT_JJ_NN SBAR_IN_S S_NP_VP NP_PRP VP_VBP_S S_VP VP_TO_VP VP_VB,must do this course with the right attitude if,MD VB DT NN IN DT JJ NN IN,MD_VB VB_DT DT_NN NN_IN IN_DT DT_JJ JJ_NN NN_IN,MD_VB_DT VB_DT_NN DT_NN_IN NN_IN_DT IN_DT_JJ DT_JJ_NN JJ_NN_IN,S_VP VP_MD_VP VP_VB_NP_PP_SBAR NP_DT_NN PP_IN_NP NP_DT_JJ_NN SBAR_IN,must do this course,course,NN,MD VB DT NN,MD_VB VB_DT DT_NN,MD_VB_DT VB_DT_NN,S_VP VP_MD_VP VP_VB_NP NP_DT_NN,the right attitude if,the,DT,DT JJ NN IN,DT_JJ JJ_NN NN_IN,DT_JJ_NN JJ_NN_IN,S_NP_ADJP NP_DT_JJ_NN ADJP_IN,with,with,with,IN,IN,IN,x,x,1.0
31,She has always been afraid * the dark.,of,with,na,na,1,prepositions,She has always been afraid of the dark.,PRP VBZ RB VBN VBN IN DT NN,PRP_VBZ VBZ_RB RB_VBN VBN_VBN VBN_IN IN_DT DT_NN,PRP_VBZ_RB VBZ_RB_VBN RB_VBN_VBN VBN_VBN_IN VBN_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBZ_ADVP_VP ADVP_RB VP_VBN_ADJP_PP ADJP_JJ PP_IN_NP NP_DT_NN,has always been afraid of the dark,VBZ RB VBN VBN IN DT NN,VBZ_RB RB_VBN VBN_VBN VBN_IN IN_DT DT_NN,VBZ_RB_VBN RB_VBN_VBN VBN_VBN_IN VBN_IN_DT IN_DT_NN,S_VP VP_VBZ_ADVP_VP ADVP_RB VP_VBN_ADJP_PP ADJP_JJ PP_IN_NP NP_DT_NN,has always been afraid,afraid,NN,VBZ RB VBN JJ,VBZ_RB RB_VBN VBN_JJ,VBZ_RB_VBN RB_VBN_JJ,S_VP VP_VBZ_ADVP_VP ADVP_RB VP_VBN_ADJP ADJP_JJ,the dark,the,DT,DT NN,DT_NN,,NP_DT_JJ,of,of,of,IN,IN,IN,x,x,1.0
32,He was accused * a crime he did not commit.,of,with,na,na,1,prepositions,He was accused of a crime he did not commit.,PRP VBD VBN IN DT NN PRP VBD RB VB,PRP_VBD VBD_VBN VBN_IN IN_DT DT_NN NN_PRP PRP_VBD VBD_RB RB_VB,PRP_VBD_VBN VBD_VBN_IN VBN_IN_DT IN_DT_NN DT_NN_PRP NN_PRP_VBD PRP_VBD_RB VBD_RB_VB,S_NP_VP_. NP_PRP VP_VBD_VP VP_VBN_PP PP_IN_NP NP_NP_SBAR NP_DT_NN SBAR_S S_NP_VP NP_PRP VP_VBD_RB_VP VP_VB,He was accused of a crime he did,PRP VBD VBN IN DT NN PRP VBD,PRP_VBD VBD_VBN VBN_IN IN_DT DT_NN NN_PRP PRP_VBD,PRP_VBD_VBN VBD_VBN_IN VBN_IN_DT IN_DT_NN DT_NN_PRP NN_PRP_VBD,S_PRN_NP_VP PRN_S S_NP_VP NP_PRP VP_VBD_VP VP_VBN_PP PP_IN_NP NP_DT_NN NP_PRP VP_VBD,He was accused,accused,VBN,PRP VBD VBN,PRP_VBD VBD_VBN,PRP_VBD_VBN,S_NP_VP NP_PRP VP_VBD_VP VP_VBN,a crime he did,a,DT,DT NN PRP VBD,DT_NN NN_PRP PRP_VBD,DT_NN_PRP NN_PRP_VBD,S_NP_NP_VP NP_DT_NN NP_PRP VP_VBD,of,of,of,IN,IN,IN,x,x,1.0
33,I am very concerned about the safety * my workers.,of,with,na,na,1,prepositions,I am very concerned about the safety of my workers.,PRP VBP RB JJ IN DT NN IN PRP$ NN,PRP_VBP VBP_RB RB_JJ JJ_IN IN_DT DT_NN NN_IN IN_PRP$ PRP$_NN,PRP_VBP_RB VBP_RB_JJ RB_JJ_IN JJ_IN_DT IN_DT_NN DT_NN_IN NN_IN_PRP$ IN_PRP$_NN,S_NP_VP_. NP_PRP VP_VBP_ADJP ADJP_RB_JJ_PP PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NNS,concerned about the safety of my workers,VBN IN DT NN IN PRP$ NNS,VBN_IN IN_DT DT_NN NN_IN IN_PRP$ PRP$_NNS,VBN_IN_DT IN_DT_NN DT_NN_IN NN_IN_PRP$ IN_PRP$_NNS,FRAG_VP VP_VBN_PP PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NNS,concerned about the safety,safety,NN,VBN IN DT NN,VBN_IN IN_DT DT_NN,VBN_IN_DT IN_DT_NN,FRAG_VP VP_VBN_PP PP_IN_NP NP_DT_NN,my workers,my,PRP$,PRP$ NNS,PRP$_NNS,,FRAG_NP NP_PRP$_NNS,of,of,of,IN,IN,IN,x,x,1.0
34,The school consisted almost entirely * Asian students.,of,with,na,na,1,prepositions,The school consisted almost entirely of Asian students.,DT NN VBD RB RB IN JJ NN,DT_NN NN_VBD VBD_RB RB_RB RB_IN IN_JJ JJ_NN,DT_NN_VBD NN_VBD_RB VBD_RB_RB RB_RB_IN RB_IN_JJ IN_JJ_NN,S_NP_VP_. NP_DT_NN VP_VBD_ADVP_PP ADVP_RB_RB PP_IN_NP NP_JJ_NNS,school consisted almost entirely of Asian students,NN VBD RB RB IN JJ NNS,NN_VBD VBD_RB RB_RB RB_IN IN_JJ JJ_NNS,NN_VBD_RB VBD_RB_RB RB_RB_IN RB_IN_JJ IN_JJ_NNS,S_NP_VP NP_NN VP_VBD_ADVP_PP ADVP_RB_RB PP_IN_NP NP_JJ_NNS,school consisted almost entirely,entirely,RB,NN VBD RB RB,NN_VBD VBD_RB RB_RB,NN_VBD_RB VBD_RB_RB,S_NP_VP NP_NN VP_VBD_ADVP ADVP_RB_RB,Asian students,Asian,JJ,JJ NNS,JJ_NNS,,NP_JJ_NNS,of,of,of,IN,IN,IN,x,x,1.0
35,I was in awe * her achievements.,of,with,na,na,1,prepositions,I was in awe of her achievements.,PRP VBD IN NN IN PRP$ NN,PRP_VBD VBD_IN IN_NN NN_IN IN_PRP$ PRP$_NN,PRP_VBD_IN VBD_IN_NN IN_NN_IN NN_IN_PRP$ IN_PRP$_NN,S_NP_VP_. NP_PRP VP_VBD_PP PP_IN_NP NP_NP_PP NP_NNP PP_IN_NP NP_PRP$_NNS,I was in awe of her achievements,PRP VBD IN NN IN PRP$ NNS,PRP_VBD VBD_IN IN_NN NN_IN IN_PRP$ PRP$_NNS,PRP_VBD_IN VBD_IN_NN IN_NN_IN NN_IN_PRP$ IN_PRP$_NNS,S_NP_VP NP_PRP VP_VBD_PP PP_IN_NP NP_NP_PP NP_NNP PP_IN_NP NP_PRP$_NNS,I was in awe,awe,NN,PRP VBD IN NN,PRP_VBD VBD_IN IN_NN,PRP_VBD_IN VBD_IN_NN,S_NP_VP NP_PRP VP_VBD_PP PP_IN_NP NP_NNP,her achievements,her,PRP$,PRP$ NNS,PRP$_NNS,,FRAG_NP NP_PRP$_NNS,of,of,of,IN,IN,IN,x,x,1.0
36,The manner * his death was very unusual.,of,with,na,na,1,prepositions,The manner of his death was very unusual.,DT NN IN PRP$ NN VBD RB JJ,DT_NN NN_IN IN_PRP$ PRP$_NN NN_VBD VBD_RB RB_JJ,DT_NN_IN NN_IN_PRP$ IN_PRP$_NN PRP$_NN_VBD NN_VBD_RB VBD_RB_JJ,S_NP_VP_. NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NN VP_VBD_ADJP ADJP_RB_JJ,The manner of his death was very,DT NN IN PRP$ NN VBD RB,DT_NN NN_IN IN_PRP$ PRP$_NN NN_VBD VBD_RB,DT_NN_IN NN_IN_PRP$ IN_PRP$_NN PRP$_NN_VBD NN_VBD_RB,S_NP_VP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NN VP_VBD_ADJP ADJP_RB,The manner,manner,NN,DT NN,DT_NN,,NP_DT_NN,his death was very,his,PRP$,PRP$ NN VBD RB,PRP$_NN NN_VBD VBD_RB,PRP$_NN_VBD NN_VBD_RB,S_NP_VP NP_PRP$_NN VP_VBD_ADJP ADJP_RB,of,of,of,IN,IN,IN,x,x,1.0
37,This burger is made entirely * vegetables.,of,by,na,na,1,prepositions,This burger is made entirely of vegetables.,DT NN VBZ VBN RB IN NN,DT_NN NN_VBZ VBZ_VBN VBN_RB RB_IN IN_NN,DT_NN_VBZ NN_VBZ_VBN VBZ_VBN_RB VBN_RB_IN RB_IN_NN,S_NP_VP_. NP_DT_NN VP_VBZ_VP VP_VBN_ADVP_PP ADVP_RB PP_IN_NP NP_NNS,burger is made entirely of vegetables,NN VBZ VBN RB IN NNS,NN_VBZ VBZ_VBN VBN_RB RB_IN IN_NNS,NN_VBZ_VBN VBZ_VBN_RB VBN_RB_IN RB_IN_NNS,S_NP_VP NP_NN VP_VBZ_VP VP_VBN_ADVP_PP ADVP_RB PP_IN_NP NP_NNS,burger is made entirely,entirely,RB,NN VBZ VBN RB,NN_VBZ VBZ_VBN VBN_RB,NN_VBZ_VBN VBZ_VBN_RB,S_NP_VP NP_NN VP_VBZ_VP VP_VBN_ADVP ADVP_RB,vegetables,vegetables,NNS,NNS,,,NP_NNS,of,of,of,IN,IN,IN,x,x,1.0
38,The scope * her work was very broad.,of,with,na,na,1,prepositions,The scope of her work was very broad.,DT NN IN PRP$ NN VBD RB JJ,DT_NN NN_IN IN_PRP$ PRP$_NN NN_VBD VBD_RB RB_JJ,DT_NN_IN NN_IN_PRP$ IN_PRP$_NN PRP$_NN_VBD NN_VBD_RB VBD_RB_JJ,S_NP_VP_. NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NN VP_VBD_ADJP ADJP_RB_JJ,The scope of her work was very,DT NN IN PRP$ NN VBD RB,DT_NN NN_IN IN_PRP$ PRP$_NN NN_VBD VBD_RB,DT_NN_IN NN_IN_PRP$ IN_PRP$_NN PRP$_NN_VBD NN_VBD_RB,S_NP_VP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NN VP_VBD_ADJP ADJP_RB,The scope,scope,NN,DT NN,DT_NN,,NP_DT_NN,her work was very,her,PRP$,PRP$ NN VBD RB,PRP$_NN NN_VBD VBD_RB,PRP$_NN_VBD NN_VBD_RB,S_NP_VP NP_PRP$_NN VP_VBD_ADJP ADJP_RB,of,of,of,IN,IN,IN,x,x,1.0
39,Do not underestimate the love * a mother for her child.,of,by,na,na,1,prepositions,Do not underestimate the love of a mother for her child.,NNP RB VB DT NN IN DT NN IN PRP$ NN,NNP_RB RB_VB VB_DT DT_NN NN_IN IN_DT DT_NN NN_IN IN_PRP$ PRP$_NN,NNP_RB_VB RB_VB_DT VB_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN DT_NN_IN NN_IN_PRP$ IN_PRP$_NN,S_VP_. VP_VB_RB_VP VP_VB_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NN,not underestimate the love of a mother for her,RB VB DT NN IN DT NN IN PRP$,RB_VB VB_DT DT_NN NN_IN IN_DT DT_NN NN_IN IN_PRP$,RB_VB_DT VB_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN DT_NN_IN NN_IN_PRP$,S_RB_VP VP_VB_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP,not underestimate the love,love,NN,RB VB DT NN,RB_VB VB_DT DT_NN,RB_VB_DT VB_DT_NN,S_RB_VP VP_VB_NP NP_DT_NN,a mother for her,a,DT,DT NN IN PRP$,DT_NN NN_IN IN_PRP$,DT_NN_IN NN_IN_PRP$,NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP,of,of,of,IN,IN,IN,x,x,1.0
40,I am a member * this country club.,of,with,na,na,1,prepositions,I am a member of this country club.,PRP VBP DT NN IN DT NN NN,PRP_VBP VBP_DT DT_NN NN_IN IN_DT DT_NN NN_NN,PRP_VBP_DT VBP_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN DT_NN_NN,S_NP_VP_. NP_PRP VP_VBP_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_DT_NN_NN,I am a member of this country club,PRP VBP DT NN IN DT NN NN,PRP_VBP VBP_DT DT_NN NN_IN IN_DT DT_NN NN_NN,PRP_VBP_DT VBP_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN DT_NN_NN,S_NP_VP NP_PRP VP_VBP_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_DT_NN_NN,I am a member,member,NN,PRP VBP DT NN,PRP_VBP VBP_DT DT_NN,PRP_VBP_DT VBP_DT_NN,S_NP_VP NP_PRP VP_VBP_NP NP_DT_NN,this country club,this,DT,DT NN NN,DT_NN NN_NN,DT_NN_NN,NP_DT_NN_NN,of,of,of,IN,IN,IN,x,x,1.0
41,The police was asking questions * last night's incident.,about,for,na,na,1,prepositions,The police was asking questions about last night's incident.,DT NN VBD VBG NNS IN JJ JJ NN,DT_NN NN_VBD VBD_VBG VBG_NNS NNS_IN IN_JJ JJ_JJ JJ_NN,DT_NN_VBD NN_VBD_VBG VBD_VBG_NNS VBG_NNS_IN NNS_IN_JJ IN_JJ_JJ JJ_JJ_NN,S_NP_VP_. NP_DT_NN VP_VBD_VP VP_VBG_NP_PP NP_NNS PP_IN_NP NP_NP-TMP_NN NP-TMP_JJ_NN_POS,police was asking questions about last night's incident,NN VBD VBG NNS IN JJ JJ NN,NN_VBD VBD_VBG VBG_NNS NNS_IN IN_JJ JJ_JJ JJ_NN,NN_VBD_VBG VBD_VBG_NNS VBG_NNS_IN NNS_IN_JJ IN_JJ_JJ JJ_JJ_NN,S_NP_VP NP_NNS VP_VBD_VP VP_VBG_NP_PP NP_NNS PP_IN_NP NP_NP-TMP_NN NP-TMP_JJ_NN_POS,police was asking questions,questions,NNS,NN VBD VBG NNS,NN_VBD VBD_VBG VBG_NNS,NN_VBD_VBG VBD_VBG_NNS,S_NP_VP NP_NNS VP_VBD_VP VP_VBG_NP NP_NNS,last night's incident,last,JJ,JJ JJ NN,JJ_JJ JJ_NN,JJ_JJ_NN,NP_NP_NN NP_JJ_NN_POS,about,about,about,IN,IN,IN,x,x,1.0
